date;shop_id;stuff_id;Month
13.07.2021;OF003018;OFFMR048;7
20.07.2021;OF003018;OFFMR048;7
27.07.2021;OF003018;OFFMR048;7
03.08.2021;OF003018;OFFMR048;8
03.08.2021;OF003018;OFFMR048;8
10.08.2021;OF003018;OFFMR048;8
24.08.2021;OF003018;OFFMR048;8
31.08.2021;OF003018;OFFMR048;8
14.09.2021;OF003018;OFFMR048;9
21.09.2021;OF003018;OFFMR048;9
28.09.2021;OF003018;OFFMR048;9
05.10.2021;OF003018;OFFMR048;10
12.10.2021;OF003018;OFFMR048;10
19.10.2021;OF003018;OFFMR048;10
26.10.2021;OF003018;OFFMR048;10
09.11.2021;OF003018;OFFMR048;11
02.11.2021;OF003018;OFFMR048;11
23.11.2021;OF003018;OFFMR048;11
30.11.2021;OF003018;OFFMR048;11
18.01.2022;OF003018;OFFMR048;13
26.01.2022;OF003018;OFFMR048;13
01.02.2022;OF003018;OFFMR048;14
28.12.2021;OF003018;OFFMR048;12
21.12.2021;OF003018;OFFMR048;12
05.03.2021;OF018742;OFFTR001;3
19.03.2021;OF018743;OFFTR001;3
02.04.2021;OF018745;OFFTR001;4
23.04.2021;OF018742;OFFTR001;4
30.04.2021;OF018742;OFFTR001;4
07.05.2021;OF018742;OFFTR001;5
14.05.2021;OF018742;OFFTR001;5
21.05.2021;OF018742;OFFTR001;5
04.06.2021;OF018742;OFFTR001;6
11.06.2021;OF018742;OFFTR001;6
18.06.2021;OF018742;OFFTR001;6
25.06.2021;OF018742;OFFTR001;6
02.07.2021;OF018742;OFFTR001;7
09.07.2021;OF018742;OFFTR001;7
16.07.2021;OF018742;OFFTR001;7
23.07.2021;OF018742;OFFTR001;7
30.07.2021;OF018742;OFFTR001;7
06.08.2021;OF018742;OFFTR001;8
13.08.2021;OF018742;OFFTR001;8
20.08.2021;OF018742;OFFTR001;8
27.08.2021;OF018742;OFFTR001;8
03.09.2021;OF018742;OFFTR001;9
10.09.2021;OF018742;OFFTR001;9
17.09.2021;OF018742;OFFTR001;9
24.09.2021;OF018742;OFFTR001;9
08.10.2021;OF018742;OFFTR001;10
01.10.2021;OF018742;OFFTR001;10
15.10.2021;OF018742;OFFTR001;10
22.10.2021;OF018742;OFFTR001;10
12.11.2021;OF018742;OFFTR001;11
19.11.2021;OF018742;OFFTR001;11
26.11.2021;OF018742;OFFTR001;11
14.01.2022;OF018742;OFFTR001;13
21.01.2022;OF018742;OFFTR001;13
04.02.2022;OF018742;OFFTR001;14
11.02.2022;OF018742;OFFTR001;14
18.02.2022;OF018742;OFFTR001;14
04.03.2022;OF018742;OFFTR001;15
11.03.2022;OF018742;OFFTR001;15
18.03.2022;OF018742;OFFTR001;15
25.03.2022;OF018742;OFFTR001;15
17.12.2021;OF018742;OFFTR001;12
10.12.2021;OF018742;OFFTR001;12
03.12.2021;OF018742;OFFTR001;12
01.03.2021;OF020664;OFFMR075;3
04.03.2021;OF020664;OFFMR075;3
15.03.2021;OF020664;OFFMR075;3
18.03.2021;OF020664;OFFMR075;3
22.03.2021;OF020664;OFFMR075;3
25.03.2021;OF020664;OFFMR075;3
29.03.2021;OF020664;OFFMR075;3
01.04.2021;OF020664;OFFMR075;4
05.04.2021;OF020664;OFFMR075;4
08.04.2021;OF020664;OFFMR075;4
12.04.2021;OF020664;OFFMR075;4
15.04.2021;OF020664;OFFMR075;4
26.04.2021;OF020664;OFFMR075;4
29.04.2021;OF020664;OFFMR075;4
06.05.2021;OF020664;OFFMR075;5
13.05.2021;OF020664;OFFMR075;5
17.05.2021;OF020664;OFFMR075;5
20.05.2021;OF020664;OFFMR075;5
24.05.2021;OF020664;OFFMR075;5
03.06.2021;OF020664;OFFMR075;6
07.06.2021;OF020664;OFFMR075;6
10.06.2021;OF020664;OFFMR075;6
17.06.2021;OF020664;OFFMR075;6
21.06.2021;OF020664;OFFMR075;6
24.06.2021;OF020664;OFFMR075;6
28.06.2021;OF020664;OFFMR075;6
01.07.2021;OF020664;OFFMR075;7
05.07.2021;OF020664;OFFMR075;7
08.07.2021;OF020664;OFFMR075;7
12.07.2021;OF020664;OFFMR075;7
15.07.2021;OF020664;OFFMR075;7
19.07.2021;OF020664;OFFMR075;7
22.07.2021;OF020664;OFFMR075;7
26.07.2021;OF020664;OFFMR075;7
29.07.2021;OF020664;OFFMR075;7
02.08.2021;OF020664;OFFMR075;8
02.08.2021;OF020664;OFFMR075;8
05.08.2021;OF020664;OFFMR075;8
09.08.2021;OF020664;OFFMR075;8
16.08.2021;OF020664;OFFMR075;8
19.08.2021;OF020664;OFFMR075;8
26.08.2021;OF020664;OFFMR075;8
23.08.2021;OF020664;OFFMR075;8
30.08.2021;OF020664;OFFMR075;8
06.09.2021;OF020664;OFFMR075;9
16.09.2021;OF020664;OFFMR075;9
13.09.2021;OF020664;OFFMR075;9
23.09.2021;OF020664;OFFMR075;9
20.09.2021;OF020664;OFFMR075;9
27.09.2021;OF020664;OFFMR075;9
07.10.2021;OF020664;OFFMR075;10
04.10.2021;OF020664;OFFMR075;10
14.10.2021;OF020664;OFFMR075;10
11.10.2021;OF020664;OFFMR075;10
21.10.2021;OF020664;OFFMR075;10
18.10.2021;OF020664;OFFMR075;10
28.10.2021;OF020664;OFFMR075;10
25.10.2021;OF020664;OFFMR075;10
11.11.2021;OF020664;OFFMR075;11
08.11.2021;OF020664;OFFMR075;11
15.11.2021;OF020664;OFFMR075;11
18.11.2021;OF020664;OFFMR075;11
25.11.2021;OF020664;OFFMR075;11
22.11.2021;OF020664;OFFMR075;11
29.11.2021;OF020664;OFFMR075;11
06.01.2022;OF020664;OFFMR075;13
10.01.2022;OF020664;OFFMR075;13
13.01.2022;OF020664;OFFMR075;13
24.01.2022;OF020664;OFFMR075;13
27.01.2022;OF020664;OFFMR075;13
31.01.2022;OF020664;OFFMR075;13
03.02.2022;OF020664;OFFMR075;14
10.02.2022;OF020664;OFFMR075;14
14.02.2022;OF020664;OFFMR075;14
17.02.2022;OF020664;OFFMR075;14
21.02.2022;OF020664;OFFMR075;14
24.02.2022;OF020664;OFFMR075;14
28.02.2022;OF020664;OFFMR075;14
03.03.2022;OF020664;OFFMR075;15
05.03.2022;OF020664;OFFMR075;15
10.03.2022;OF020664;OFFMR075;15
21.03.2022;OF020664;OFFMR075;15
24.03.2022;OF020664;OFFMR075;15
28.03.2022;OF020664;OFFMR075;15
31.03.2022;OF020664;OFFMR075;15
30.12.2021;OF020664;OFFMR075;12
27.12.2021;OF020664;OFFMR075;12
23.12.2021;OF020664;OFFMR075;12
20.12.2021;OF020664;OFFMR075;12
16.12.2021;OF020664;OFFMR075;12
13.12.2021;OF020664;OFFMR075;12
09.12.2021;OF020664;OFFMR075;12
06.12.2021;OF020664;OFFMR075;12
02.12.2021;OF020664;OFFMR075;12
09.06.2021;OF018218;OFFMR037;6
16.06.2021;OF018218;OFFMR037;6
23.06.2021;OF018218;OFFMR037;6
30.06.2021;OF018218;OFFMR037;6
07.07.2021;OF018218;OFFMR037;7
14.07.2021;OF018218;OFFMR037;7
21.07.2021;OF018218;OFFMR037;7
28.07.2021;OF018218;OFFMR037;7
04.08.2021;OF018218;OFFMR037;8
11.08.2021;OF018218;OFFMR037;8
18.08.2021;OF018218;OFFMR037;8
25.08.2021;OF018218;OFFMR037;8
01.09.2021;OF018218;OFFMR037;9
22.09.2021;OF018218;OFFMR037;9
29.09.2021;OF018218;OFFMR037;9
06.10.2021;OF018218;OFFMR037;10
13.10.2021;OF018218;OFFMR037;10
20.10.2021;OF018218;OFFMR037;10
27.10.2021;OF018218;OFFMR037;10
10.11.2021;OF018218;OFFMR037;11
03.11.2021;OF018218;OFFMR037;11
17.11.2021;OF018218;OFFMR037;11
24.11.2021;OF018218;OFFMR037;11
14.01.2022;OF018218;OFFMR037;13
19.01.2022;OF018218;OFFMR037;13
21.01.2022;OF018218;OFFMR037;13
26.01.2022;OF018218;OFFMR037;13
28.01.2022;OF018218;OFFMR037;13
09.02.2022;OF018218;OFFMR037;14
11.02.2022;OF018218;OFFMR037;14
18.02.2022;OF018218;OFFMR037;14
25.02.2022;OF018218;OFFMR037;14
02.03.2022;OF018218;OFFMR037;15
04.03.2022;OF018218;OFFMR037;15
09.03.2022;OF018218;OFFMR037;15
11.03.2022;OF018218;OFFMR037;15
16.03.2022;OF018218;OFFMR037;15
18.03.2022;OF018218;OFFMR037;15
23.03.2022;OF018218;OFFMR037;15
25.03.2022;OF018218;OFFMR037;15
30.03.2022;OF018218;OFFMR037;15
24.12.2021;OF018218;OFFMR037;12
22.12.2021;OF018218;OFFMR037;12
17.12.2021;OF018218;OFFMR037;12
15.12.2021;OF018218;OFFMR037;12
10.12.2021;OF018218;OFFMR037;12
08.12.2021;OF018218;OFFMR037;12
03.12.2021;OF018218;OFFMR037;12
09.04.2021;OF015025;OFFTR021;4
21.05.2021;OF015025;OFFTR021;5
04.06.2021;OF015025;OFFTR021;6
18.06.2021;OF015025;OFFTR021;6
30.07.2021;OF015025;OFFTR021;7
10.09.2021;OF015025;OFFTR021;9
24.09.2021;OF015025;OFFTR021;9
15.10.2021;OF015025;OFFTR021;10
22.10.2021;OF015025;OFFTR021;10
29.10.2021;OF015025;OFFTR021;10
12.11.2021;OF015025;OFFTR021;11
19.11.2021;OF015025;OFFTR021;11
26.11.2021;OF015025;OFFTR021;11
14.01.2022;OF015025;OFFTR021;13
21.01.2022;OF015025;OFFTR021;13
11.02.2022;OF015025;OFFTR021;14
18.02.2022;OF015025;OFFTR021;14
25.02.2022;OF015025;OFFTR021;14
04.03.2022;OF015025;OFFTR021;15
18.03.2022;OF015025;OFFTR021;15
24.12.2021;OF015025;OFFTR021;12
17.12.2021;OF015025;OFFTR021;12
19.03.2021;OF019004;OFFMR029;3
09.04.2021;OF019004;OFFMR029;4
23.04.2021;OF019004;OFFMR029;4
21.05.2021;OF019004;OFFMR029;5
04.06.2021;OF019004;OFFMR029;6
25.06.2021;OF019004;OFFMR029;6
03.09.2021;OF019004;OFFMR029;9
10.09.2021;OF019004;OFFMR029;9
07.09.2021;OF019004;OFFMR029;9
17.09.2021;OF019004;OFFMR029;9
14.09.2021;OF019004;OFFMR029;9
24.09.2021;OF019004;OFFMR029;9
21.09.2021;OF019004;OFFMR029;9
28.09.2021;OF019004;OFFMR029;9
08.10.2021;OF019004;OFFMR029;10
05.10.2021;OF019004;OFFMR029;10
01.10.2021;OF019004;OFFMR029;10
15.10.2021;OF019004;OFFMR029;10
12.10.2021;OF019004;OFFMR029;10
22.10.2021;OF019004;OFFMR029;10
19.10.2021;OF019004;OFFMR029;10
19.10.2021;OF019004;OFFTR001;10
27.10.2021;OF019004;OFFMR039;10
26.10.2021;OF019004;OFFMR029;10
10.11.2021;OF019004;OFFMR039;11
03.11.2021;OF019004;OFFMR039;11
17.11.2021;OF019004;OFFMR039;11
24.11.2021;OF019004;OFFMR039;11
22.12.2021;OF019004;OFFMR039;12
15.12.2021;OF019004;OFFMR039;12
08.12.2021;OF019004;OFFMR039;12
08.09.2021;OF026496;OFFTR024;9
15.09.2021;OF026496;OFFTR024;9
22.09.2021;OF026496;OFFTR024;9
28.09.2021;OF026496;OFFMR041;9
01.10.2021;OF026496;OFFMR041;10
13.10.2021;OF026496;OFFTR024;10
20.10.2021;OF026496;OFFTR024;10
27.10.2021;OF026496;OFFTR024;10
03.11.2021;OF026496;OFFTR024;11
24.11.2021;OF026496;OFFTR024;11
12.01.2022;OF026496;OFFTR024;13
19.01.2022;OF026496;OFFTR024;13
26.01.2022;OF026496;OFFTR024;13
02.02.2022;OF026496;OFFTR024;14
09.02.2022;OF026496;OFFMR041;14
09.02.2022;OF026496;OFFTR024;14
11.02.2022;OF026496;OFFMR041;14
15.02.2022;OF026496;OFFMR041;14
18.02.2022;OF026496;OFFMR041;14
22.02.2022;OF026496;OFFMR041;14
25.02.2022;OF026496;OFFMR041;14
01.03.2022;OF026496;OFFMR041;15
04.03.2022;OF026496;OFFMR041;15
11.03.2022;OF026496;OFFMR041;15
15.03.2022;OF026496;OFFMR041;15
18.03.2022;OF026496;OFFMR041;15
22.03.2022;OF026496;OFFMR041;15
25.03.2022;OF026496;OFFMR041;15
29.03.2022;OF026496;OFFMR041;15
29.12.2021;OF026496;OFFTR024;12
22.12.2021;OF026496;OFFTR024;12
15.12.2021;OF026496;OFFTR024;12
08.12.2021;OF026496;OFFTR024;12
01.12.2021;OF026496;OFFTR024;12
01.06.2021;OF015986;OFFMR057;6
04.06.2021;OF015986;OFFMR057;6
08.06.2021;OF015986;OFFMR057;6
11.06.2021;OF015986;OFFMR057;6
15.06.2021;OF015986;OFFMR057;6
18.06.2021;OF015986;OFFMR057;6
22.06.2021;OF015986;OFFMR057;6
24.06.2021;OF015986;OFFMR057;6
01.07.2021;OF015986;OFFMR057;7
05.07.2021;OF015986;OFFMR057;7
08.07.2021;OF015986;OFFMR057;7
15.07.2021;OF015986;OFFMR057;7
19.07.2021;OF015986;OFFMR057;7
22.07.2021;OF015986;OFFMR057;7
26.07.2021;OF015986;OFFMR057;7
29.07.2021;OF015986;OFFMR057;7
02.08.2021;OF015986;OFFMR057;8
02.08.2021;OF015986;OFFMR057;8
05.08.2021;OF015986;OFFMR057;8
09.08.2021;OF015986;OFFMR057;8
12.08.2021;OF015986;OFFMR057;8
16.08.2021;OF015986;OFFMR057;8
19.08.2021;OF015986;OFFMR057;8
23.08.2021;OF015986;OFFMR057;8
30.08.2021;OF015986;OFFMR057;8
02.09.2021;OF015986;OFFMR057;9
06.09.2021;OF015986;OFFMR057;9
16.09.2021;OF015986;OFFMR057;9
13.09.2021;OF015986;OFFMR057;9
23.09.2021;OF015986;OFFMR057;9
20.09.2021;OF015986;OFFMR057;9
30.09.2021;OF015986;OFFMR057;9
27.09.2021;OF015986;OFFMR057;9
07.10.2021;OF015986;OFFMR057;10
04.10.2021;OF015986;OFFMR057;10
14.10.2021;OF015986;OFFMR057;10
11.10.2021;OF015986;OFFMR057;10
18.10.2021;OF015986;OFFMR057;10
25.10.2021;OF015986;OFFMR057;10
08.11.2021;OF015986;OFFMR057;11
01.11.2021;OF015986;OFFMR057;11
15.11.2021;OF015986;OFFMR057;11
22.11.2021;OF015986;OFFMR057;11
29.11.2021;OF015986;OFFMR057;11
10.01.2022;OF015986;OFFMR057;13
17.01.2022;OF015986;OFFMR057;13
24.01.2022;OF015986;OFFMR057;13
31.01.2022;OF015986;OFFMR057;13
07.02.2022;OF015986;OFFMR057;14
14.02.2022;OF015986;OFFMR057;14
21.02.2022;OF015986;OFFMR057;14
28.02.2022;OF015986;OFFMR057;14
10.03.2022;OF015986;OFFMR057;15
14.03.2022;OF015986;OFFMR057;15
21.03.2022;OF015986;OFFMR057;15
28.03.2022;OF015986;OFFMR057;15
31.03.2022;OF015986;OFFMR057;15
27.12.2021;OF015986;OFFMR057;12
20.12.2021;OF015986;OFFMR057;12
13.12.2021;OF015986;OFFMR057;12
06.12.2021;OF015986;OFFMR057;12
03.03.2021;OF010991;OFFMR027;3
07.04.2021;OF010991;OFFMR027;4
14.04.2021;OF010991;OFFMR027;4
21.04.2021;OF010991;OFFMR027;4
28.04.2021;OF010991;OFFMR027;4
05.05.2021;OF010991;OFFMR027;5
12.05.2021;OF010991;OFFMR027;5
19.05.2021;OF010991;OFFMR027;5
09.06.2021;OF010991;OFFMR027;6
09.06.2021;OF010991;OFFTR023;6
16.06.2021;OF010991;OFFMR027;6
30.06.2021;OF010991;OFFMR027;6
07.07.2021;OF010991;OFFMR027;7
14.07.2021;OF010991;OFFMR027;7
28.07.2021;OF010991;OFFMR027;7
04.08.2021;OF010991;OFFMR027;8
25.08.2021;OF010991;OFFMR027;8
01.09.2021;OF010991;OFFMR027;9
08.09.2021;OF010991;OFFMR027;9
15.09.2021;OF010991;OFFMR027;9
22.09.2021;OF010991;OFFMR027;9
13.10.2021;OF010991;OFFMR027;10
20.10.2021;OF010991;OFFMR027;10
27.10.2021;OF010991;OFFMR027;10
10.11.2021;OF010991;OFFMR027;11
03.11.2021;OF010991;OFFMR027;11
17.11.2021;OF010991;OFFMR027;11
24.11.2021;OF010991;OFFMR027;11
12.01.2022;OF010991;OFFMR027;13
19.01.2022;OF010991;OFFMR027;13
26.01.2022;OF010991;OFFMR027;13
02.02.2022;OF010991;OFFMR027;14
09.02.2022;OF010991;OFFMR027;14
16.02.2022;OF010991;OFFMR027;14
30.03.2022;OF010991;OFFMR027;15
29.12.2021;OF010991;OFFMR027;12
22.12.2021;OF010991;OFFMR027;12
15.12.2021;OF010991;OFFMR027;12
08.12.2021;OF010991;OFFMR027;12
01.12.2021;OF010991;OFFMR027;12
09.06.2021;OF001869;OFFTR005;6
18.08.2021;OF001869;OFFTR005;8
06.10.2021;OF001869;OFFTR005;10
17.11.2021;OF001869;OFFTR005;11
26.01.2022;OF001869;OFFTR005;13
16.02.2022;OF001869;OFFTR005;14
16.03.2022;OF001869;OFFMRR019;15
23.03.2022;OF001869;OFFMRR019;15
30.03.2022;OF001869;OFFMRR019;15
15.12.2021;OF001869;OFFTR005;12
01.03.2021;OF014021;OFFMR068;3
03.03.2021;OF014021;OFFMR068;3
15.03.2021;OF014021;OFFMR068;3
17.03.2021;OF014021;OFFMR068;3
22.03.2021;OF014021;OFFMR068;3
24.03.2021;OF014021;OFFMR068;3
29.03.2021;OF014021;OFFMR068;3
31.03.2021;OF014021;OFFMR068;3
21.04.2021;OF014021;OFFMR068;4
23.04.2021;OF014021;OFFMR068;4
28.04.2021;OF014021;OFFMR068;4
30.04.2021;OF014021;OFFMR068;4
05.05.2021;OF014021;OFFMR068;5
07.05.2021;OF014021;OFFMR068;5
12.05.2021;OF014021;OFFMR068;5
14.05.2021;OF014021;OFFMR068;5
19.05.2021;OF014021;OFFMR068;5
26.05.2021;OF014021;OFFMR068;5
28.05.2021;OF014021;OFFMR068;5
02.06.2021;OF014021;OFFMR068;6
04.06.2021;OF014021;OFFMR068;6
09.06.2021;OF014021;OFFMR068;6
11.06.2021;OF014021;OFFMR068;6
16.06.2021;OF014021;OFFMR068;6
18.06.2021;OF014021;OFFMR068;6
23.06.2021;OF014021;OFFMR068;6
25.06.2021;OF014021;OFFMR068;6
30.06.2021;OF014021;OFFMR068;6
02.07.2021;OF014021;OFFMR070;7
07.07.2021;OF014021;OFFMR070;7
09.07.2021;OF014021;OFFMR070;7
14.07.2021;OF014021;OFFMR070;7
16.07.2021;OF014021;OFFMR070;7
21.07.2021;OF014021;OFFMR070;7
23.07.2021;OF014021;OFFMR070;7
28.07.2021;OF014021;OFFMR070;7
30.07.2021;OF014021;OFFMR070;7
04.08.2021;OF014021;OFFMR070;8
06.08.2021;OF014021;OFFMR070;8
11.10.2021;OF014021;OFFMR070;10
18.10.2021;OF014021;OFFMR070;10
25.10.2021;OF014021;OFFMR070;10
08.11.2021;OF014021;OFFMR070;11
01.11.2021;OF014021;OFFMR070;11
15.11.2021;OF014021;OFFMR070;11
22.11.2021;OF014021;OFFMR070;11
29.11.2021;OF014021;OFFMR070;11
10.01.2022;OF014021;OFFMR070;13
17.01.2022;OF014021;OFFMR070;13
24.01.2022;OF014021;OFFMR070;13
31.01.2022;OF014021;OFFMR070;13
21.02.2022;OF014021;OFFMR070;14
28.02.2022;OF014021;OFFMR070;14
05.03.2022;OF014021;OFFMR070;15
14.03.2022;OF014021;OFFMR070;15
21.03.2022;OF014021;OFFMR070;15
28.03.2022;OF014021;OFFMR070;15
27.12.2021;OF014021;OFFMR070;12
20.12.2021;OF014021;OFFMR070;12
13.12.2021;OF014021;OFFMR070;12
06.12.2021;OF014021;OFFMR070;12
22.03.2021;OF011469;OFFTR021;3
05.04.2021;OF011469;OFFTR021;4
19.04.2021;OF011469;OFFTR021;4
17.05.2021;OF011469;OFFTR021;5
28.06.2021;OF011469;OFFTR021;6
12.07.2021;OF011469;OFFTR021;7
26.07.2021;OF011469;OFFTR021;7
09.08.2021;OF011469;OFFTR021;8
06.09.2021;OF011469;OFFTR021;9
20.09.2021;OF011469;OFFTR021;9
18.10.2021;OF011469;OFFTR021;10
01.11.2021;OF011469;OFFTR021;11
15.11.2021;OF011469;OFFTR021;11
10.01.2022;OF011469;OFFTR021;13
24.01.2022;OF011469;OFFTR021;13
07.02.2022;OF011469;OFFTR021;14
21.02.2022;OF011469;OFFTR021;14
05.03.2022;OF011469;OFFTR021;15
21.03.2022;OF011469;OFFTR021;15
27.12.2021;OF011469;OFFTR021;12
13.12.2021;OF011469;OFFTR021;12
02.03.2021;OF003221;OFFMR075;3
05.03.2021;OF003221;OFFMR075;3
16.03.2021;OF003221;OFFMR075;3
19.03.2021;OF003221;OFFMR075;3
23.03.2021;OF003221;OFFMR075;3
26.03.2021;OF003221;OFFMR075;3
30.03.2021;OF003221;OFFMR075;3
02.04.2021;OF003221;OFFMR075;4
06.04.2021;OF003221;OFFMR075;4
09.04.2021;OF003221;OFFMR075;4
13.04.2021;OF003221;OFFMR075;4
16.04.2021;OF003221;OFFMR075;4
27.04.2021;OF003221;OFFMR075;4
30.04.2021;OF003221;OFFMR075;4
04.05.2021;OF003221;OFFMR075;5
07.05.2021;OF003221;OFFMR075;5
11.05.2021;OF003221;OFFMR075;5
18.05.2021;OF003221;OFFMR075;5
21.05.2021;OF003221;OFFMR075;5
25.05.2021;OF003221;OFFMR075;5
01.06.2021;OF003221;OFFMR075;6
04.06.2021;OF003221;OFFMR075;6
08.06.2021;OF003221;OFFMR075;6
11.06.2021;OF003221;OFFMR075;6
15.06.2021;OF003221;OFFMR075;6
18.06.2021;OF003221;OFFMR075;6
22.06.2021;OF003221;OFFMR075;6
25.06.2021;OF003221;OFFMR075;6
29.06.2021;OF003221;OFFMR075;6
02.07.2021;OF003221;OFFMR075;7
06.07.2021;OF003221;OFFMR075;7
09.07.2021;OF003221;OFFMR075;7
13.07.2021;OF003221;OFFMR075;7
16.07.2021;OF003221;OFFMR075;7
20.07.2021;OF003221;OFFMR075;7
23.07.2021;OF003221;OFFMR075;7
27.07.2021;OF003221;OFFMR075;7
30.07.2021;OF003221;OFFMR075;7
03.08.2021;OF003221;OFFMR075;8
03.08.2021;OF003221;OFFMR075;8
06.08.2021;OF003221;OFFMR075;8
10.08.2021;OF003221;OFFMR075;8
17.08.2021;OF003221;OFFMR075;8
20.08.2021;OF003221;OFFMR075;8
27.08.2021;OF003221;OFFMR075;8
24.08.2021;OF003221;OFFMR075;8
31.08.2021;OF003221;OFFMR075;8
03.09.2021;OF003221;OFFMR075;9
10.09.2021;OF003221;OFFMR075;9
07.09.2021;OF003221;OFFMR075;9
17.09.2021;OF003221;OFFMR075;9
14.09.2021;OF003221;OFFMR075;9
24.09.2021;OF003221;OFFMR075;9
21.09.2021;OF003221;OFFMR075;9
28.09.2021;OF003221;OFFMR075;9
08.10.2021;OF003221;OFFMR075;10
05.10.2021;OF003221;OFFMR075;10
15.10.2021;OF003221;OFFMR075;10
12.10.2021;OF003221;OFFMR075;10
22.10.2021;OF003221;OFFMR075;10
19.10.2021;OF003221;OFFMR075;10
26.10.2021;OF003221;OFFMR075;10
12.11.2021;OF003221;OFFMR075;11
09.11.2021;OF003221;OFFMR075;11
16.11.2021;OF003221;OFFMR075;11
19.11.2021;OF003221;OFFMR075;11
23.11.2021;OF003221;OFFMR075;11
30.11.2021;OF003221;OFFMR075;11
26.11.2021;OF003221;OFFMR075;11
11.01.2022;OF003221;OFFMR075;13
14.01.2022;OF003221;OFFMR075;13
18.01.2022;OF003221;OFFMR075;13
21.01.2022;OF003221;OFFMR075;13
25.01.2022;OF003221;OFFMR075;13
28.01.2022;OF003221;OFFMR075;13
01.02.2022;OF003221;OFFMR075;14
04.02.2022;OF003221;OFFMR075;14
11.02.2022;OF003221;OFFMR075;14
15.02.2022;OF003221;OFFMR075;14
18.02.2022;OF003221;OFFMR075;14
22.02.2022;OF003221;OFFMR075;14
25.02.2022;OF003221;OFFMR075;14
01.03.2022;OF003221;OFFMR075;15
04.03.2022;OF003221;OFFMR075;15
11.03.2022;OF003221;OFFMR075;15
25.03.2022;OF003221;OFFMR075;15
29.03.2022;OF003221;OFFMR075;15
29.03.2022;OF003221;OFFMR075;15
28.12.2021;OF003221;OFFMR075;12
24.12.2021;OF003221;OFFMR075;12
17.12.2021;OF003221;OFFMR075;12
14.12.2021;OF003221;OFFMR075;12
10.12.2021;OF003221;OFFMR075;12
07.12.2021;OF003221;OFFMR075;12
03.12.2021;OF003221;OFFMR075;12
18.03.2021;OF009411;OFFMR013;3
25.03.2021;OF009411;OFFMR013;3
08.04.2021;OF009411;OFFMR013;4
15.04.2021;OF009411;OFFMR013;4
12.05.2021;OF009411;OFFTR023;5
11.08.2021;OF009411;OFFTR023;8
22.09.2021;OF009411;OFFTR023;9
16.03.2022;OF009411;OFFTR023;15
06.05.2021;OF019059;OFFTR024;5
13.05.2021;OF019059;OFFTR024;5
20.05.2021;OF019059;OFFTR024;5
03.06.2021;OF019059;OFFTR024;6
17.06.2021;OF019059;OFFTR024;6
24.06.2021;OF019059;OFFTR024;6
01.07.2021;OF019059;OFFTR024;7
08.07.2021;OF019059;OFFTR024;7
15.07.2021;OF019059;OFFTR024;7
22.07.2021;OF019059;OFFTR024;7
29.07.2021;OF019059;OFFTR024;7
05.08.2021;OF019059;OFFTR024;8
12.08.2021;OF019059;OFFTR024;8
19.08.2021;OF019059;OFFTR024;8
26.08.2021;OF019059;OFFTR024;8
09.09.2021;OF019059;OFFTR024;9
16.09.2021;OF019059;OFFTR024;9
30.09.2021;OF019059;OFFTR024;9
07.10.2021;OF019059;OFFTR024;10
14.10.2021;OF019059;OFFTR024;10
21.10.2021;OF019059;OFFTR024;10
25.11.2021;OF019059;OFFTR024;11
10.01.2022;OF019059;OFFTR024;13
13.01.2022;OF019059;OFFTR024;13
17.01.2022;OF019059;OFFTR024;13
20.01.2022;OF019059;OFFTR024;13
24.01.2022;OF019059;OFFTR024;13
27.01.2022;OF019059;OFFTR024;13
31.01.2022;OF019059;OFFTR024;13
03.02.2022;OF019059;OFFTR024;14
10.02.2022;OF019059;OFFTR024;14
14.02.2022;OF019059;OFFTR024;14
17.02.2022;OF019059;OFFTR024;14
19.02.2022;OF019059;OFFTR024;14
21.02.2022;OF019059;OFFTR024;14
24.02.2022;OF019059;OFFTR024;14
28.02.2022;OF019059;OFFTR024;14
03.03.2022;OF019059;OFFTR024;15
05.03.2022;OF019059;OFFTR024;15
10.03.2022;OF019059;OFFTR024;15
14.03.2022;OF019059;OFFTR024;15
17.03.2022;OF019059;OFFTR024;15
21.03.2022;OF019059;OFFTR024;15
27.03.2022;OF019059;OFFTR024;15
28.03.2022;OF019059;OFFTR024;15
31.03.2022;OF019059;OFFTR024;15
30.12.2021;OF019059;OFFTR024;12
27.12.2021;OF019059;OFFTR024;12
23.12.2021;OF019059;OFFTR024;12
20.12.2021;OF019059;OFFTR024;12
16.12.2021;OF019059;OFFTR024;12
09.12.2021;OF019059;OFFTR024;12
02.12.2021;OF019059;OFFTR024;12
27.01.2022;OF024562;OFFMR080;13
03.02.2022;OF024562;OFFMR080;14
17.02.2022;OF024562;OFFMR080;14
24.02.2022;OF024562;OFFMR080;14
01.03.2022;OF024562;OFFMR080;15
04.03.2022;OF024562;OFFMR080;15
15.03.2022;OF024562;OFFMR080;15
18.03.2022;OF024562;OFFMR080;15
22.03.2022;OF024562;OFFMR080;15
25.03.2022;OF024562;OFFMR080;15
28.04.2021;OF020523;OFFMR063;4
05.05.2021;OF020523;OFFMR063;5
12.05.2021;OF020523;OFFMR063;5
19.05.2021;OF020523;OFFMR063;5
26.05.2021;OF020523;OFFMR063;5
02.06.2021;OF020523;OFFMR063;6
09.06.2021;OF020523;OFFMR063;6
16.06.2021;OF020523;OFFMR063;6
23.06.2021;OF020523;OFFMR063;6
